incident_id,date,incident_type,severity,data_exposed,system_downtime_hours,financial_impact,detection_time_hours,resolution_time_hours,affected_systems,patch_status,employee_awareness_score,third_party_involved,regulatory_compliance_violated,repeated_incident,risk_score
512,2023-02-27 22:11:10.468114,ddos,medium,501174,71,626256,68,178,3,up_to_date,8,False,True,False,24
513,2023-02-26 22:11:10.468116,malware,critical,784625,37,413089,51,55,6,up_to_date,8,True,True,False,88
514,2023-02-25 22:11:10.468118,ddos,critical,651844,5,799482,88,154,1,critical_missing,4,True,False,False,84
515,2023-02-24 22:11:10.468120,ddos,high,195246,24,590504,126,159,6,up_to_date,5,True,True,True,8
516,2023-02-23 22:11:10.468122,data_breach,high,550448,16,739804,30,110,2,up_to_date,4,False,False,True,37
517,2023-02-22 22:11:10.468124,phishing,high,246242,60,346184,83,136,9,critical_missing,9,False,True,False,21
518,2023-02-21 22:11:10.468126,insider_threat,medium,511083,11,545932,126,231,2,critical_missing,2,True,True,False,86
519,2023-02-20 22:11:10.468128,insider_threat,critical,17633,5,62021,149,219,7,outdated,8,True,False,True,48
520,2023-02-19 22:11:10.468130,data_breach,low,803446,26,692485,131,67,1,up_to_date,2,True,True,True,67
521,2023-02-18 22:11:10.468132,ddos,medium,866964,7,460115,12,301,7,outdated,1,False,False,True,92
522,2023-02-17 22:11:10.468134,malware,low,49104,64,42291,44,248,5,outdated,10,True,True,False,14
523,2023-02-16 22:11:10.468136,ddos,low,959125,56,428276,126,322,8,critical_missing,3,True,True,False,64
524,2023-02-15 22:11:10.468138,data_breach,medium,863663,39,394754,113,5,4,up_to_date,9,False,True,True,53
525,2023-02-14 22:11:10.468140,insider_threat,low,68388,13,953680,19,279,7,up_to_date,3,True,True,True,29
526,2023-02-13 22:11:10.468142,ddos,critical,540302,34,303664,80,93,6,critical_missing,9,False,True,True,92
527,2023-02-12 22:11:10.468144,insider_threat,low,92578,47,25675,163,268,5,outdated,7,False,True,False,19
528,2023-02-11 22:11:10.468146,malware,critical,689115,55,673647,128,196,4,critical_missing,10,False,True,False,32
529,2023-02-10 22:11:10.468148,insider_threat,critical,564678,48,262318,142,24,7,up_to_date,1,True,False,True,99
530,2023-02-09 22:11:10.468150,insider_threat,critical,285855,12,92268,16,147,5,critical_missing,10,True,True,True,85
531,2023-02-08 22:11:10.468152,phishing,high,91658,60,297142,151,117,5,up_to_date,5,False,True,False,76
532,2023-02-07 22:11:10.468154,phishing,low,57993,48,708672,57,65,1,outdated,9,True,True,False,6
533,2023-02-06 22:11:10.468156,phishing,medium,205768,45,929616,71,300,2,up_to_date,3,False,False,True,7
534,2023-02-05 22:11:10.468158,insider_threat,medium,158285,61,629698,108,174,5,outdated,9,True,False,True,27
535,2023-02-04 22:11:10.468160,data_breach,low,771148,7,337369,22,318,3,outdated,5,False,True,True,44
536,2023-02-03 22:11:10.468162,insider_threat,high,451000,42,831246,71,75,2,up_to_date,9,False,True,False,72
537,2023-02-02 22:11:10.468164,data_breach,high,793853,19,347235,7,113,4,up_to_date,10,True,True,True,88
538,2023-02-01 22:11:10.468165,data_breach,critical,742296,38,312863,58,110,4,outdated,6,True,False,False,79
539,2023-01-31 22:11:10.468167,phishing,low,542015,48,129887,110,248,4,critical_missing,9,True,True,False,73
540,2023-01-30 22:11:10.468169,ddos,low,898850,63,296063,12,202,4,up_to_date,7,True,False,True,10
541,2023-01-29 22:11:10.468171,malware,medium,528646,61,335299,166,146,3,outdated,7,False,True,True,30
542,2023-01-28 22:11:10.468173,phishing,low,327252,53,333713,155,34,7,outdated,8,False,False,False,11
543,2023-01-27 22:11:10.468175,phishing,high,257681,8,827760,15,308,9,critical_missing,7,True,False,True,94
544,2023-01-26 22:11:10.468177,ddos,low,94018,36,201554,118,25,5,up_to_date,9,True,True,False,77
545,2023-01-25 22:11:10.468179,malware,medium,386601,48,811050,1,237,4,outdated,9,False,True,True,50
546,2023-01-24 22:11:10.468181,insider_threat,critical,949621,40,558963,144,13,2,critical_missing,6,True,True,True,43
547,2023-01-23 22:11:10.468183,insider_threat,medium,294054,16,495010,29,44,2,outdated,7,True,True,True,95
548,2023-01-22 22:11:10.468185,phishing,medium,651176,20,805351,102,215,5,up_to_date,2,True,True,True,49
549,2023-01-21 22:11:10.468187,malware,critical,229104,50,790605,12,232,7,critical_missing,9,True,True,False,16
550,2023-01-20 22:11:10.468189,phishing,medium,842186,58,371513,95,192,9,outdated,1,False,True,False,34
551,2023-01-19 22:11:10.468191,data_breach,medium,193510,38,812832,93,50,7,critical_missing,1,False,False,False,0
552,2023-01-18 22:11:10.468193,phishing,low,109847,54,181517,81,213,5,up_to_date,3,True,True,True,28
553,2023-01-17 22:11:10.468195,phishing,low,946875,40,70305,12,150,6,critical_missing,6,False,True,False,50
554,2023-01-16 22:11:10.468197,insider_threat,critical,444717,38,692924,93,274,3,up_to_date,5,True,False,False,63
555,2023-01-15 22:11:10.468199,insider_threat,low,454162,12,439030,148,75,5,outdated,2,True,True,False,3
556,2023-01-14 22:11:10.468201,insider_threat,low,824899,63,472963,111,219,8,up_to_date,9,True,True,True,86
557,2023-01-13 22:11:10.468203,data_breach,medium,935129,10,613079,54,186,1,outdated,10,False,True,False,27
558,2023-01-12 22:11:10.468205,insider_threat,high,296037,18,159034,80,288,1,outdated,4,False,True,True,15
559,2023-01-11 22:11:10.468207,malware,low,76329,10,478108,167,27,7,up_to_date,4,False,False,True,62
560,2023-01-10 22:11:10.468209,ddos,high,31007,45,594821,115,179,5,outdated,5,False,False,False,75
561,2023-01-09 22:11:10.468211,malware,low,694892,44,187256,142,252,5,critical_missing,8,False,True,True,52
562,2023-01-08 22:11:10.468212,malware,low,316397,0,476128,107,125,1,outdated,10,True,True,False,84
563,2023-01-07 22:11:10.468214,insider_threat,critical,12323,39,890023,52,176,9,up_to_date,4,True,False,False,16
564,2023-01-06 22:11:10.468216,ddos,critical,897767,18,665938,127,36,1,critical_missing,5,False,True,False,39
565,2023-01-05 22:11:10.468218,ddos,critical,112356,71,655348,157,98,5,critical_missing,4,False,False,False,12
566,2023-01-04 22:11:10.468220,ddos,high,635232,71,673984,160,97,9,outdated,6,False,False,False,51
567,2023-01-03 22:11:10.468222,data_breach,medium,204451,60,825626,56,126,4,outdated,3,True,False,True,57
568,2023-01-02 22:11:10.468224,insider_threat,low,931714,11,372047,51,167,8,up_to_date,8,False,True,False,95
569,2023-01-01 22:11:10.468231,ddos,low,278600,60,393605,136,79,6,critical_missing,6,True,True,True,36
570,2022-12-31 22:11:10.468233,data_breach,low,555655,32,361447,110,293,3,up_to_date,10,True,True,False,78
571,2022-12-30 22:11:10.468235,phishing,high,54624,44,242188,0,332,4,outdated,5,False,False,False,75
572,2022-12-29 22:11:10.468237,phishing,critical,403322,68,376047,43,125,2,critical_missing,2,True,True,False,60
573,2022-12-28 22:11:10.468239,data_breach,medium,234565,7,853823,74,309,1,up_to_date,10,True,True,True,78
574,2022-12-27 22:11:10.468241,data_breach,high,68008,24,237501,97,149,8,up_to_date,10,False,False,True,33
575,2022-12-26 22:11:10.468243,insider_threat,critical,912358,45,931298,8,15,1,up_to_date,7,True,True,True,69
576,2022-12-25 22:11:10.468245,insider_threat,high,377539,29,320146,31,27,1,up_to_date,2,False,True,True,16
577,2022-12-24 22:11:10.468247,phishing,medium,116492,46,297675,14,172,4,up_to_date,1,True,True,False,19
578,2022-12-23 22:11:10.468249,ddos,critical,72240,48,708175,139,45,6,critical_missing,7,False,False,False,72
579,2022-12-22 22:11:10.468251,phishing,high,326459,46,529274,135,327,9,up_to_date,5,False,True,True,58
580,2022-12-21 22:11:10.468253,ddos,medium,986753,17,818730,71,235,1,critical_missing,1,True,False,True,68
581,2022-12-20 22:11:10.468255,ddos,low,725947,65,263625,154,213,7,up_to_date,4,False,False,True,86
582,2022-12-19 22:11:10.468257,insider_threat,medium,272900,67,842840,11,84,5,outdated,4,True,False,False,32
583,2022-12-18 22:11:10.468259,malware,low,461227,32,200339,64,281,8,outdated,10,True,True,True,77
584,2022-12-17 22:11:10.468261,malware,high,298522,35,646238,106,231,7,up_to_date,7,False,True,True,16
585,2022-12-16 22:11:10.468263,data_breach,critical,135327,18,934339,41,84,4,outdated,9,True,True,False,56
586,2022-12-15 22:11:10.468265,insider_threat,critical,931988,27,125355,114,64,4,critical_missing,2,False,False,True,82
587,2022-12-14 22:11:10.468267,ddos,high,649991,39,27798,138,133,6,up_to_date,1,True,False,False,96
588,2022-12-13 22:11:10.468269,malware,critical,842981,14,615937,102,150,6,critical_missing,2,True,True,False,0
589,2022-12-12 22:11:10.468271,ddos,critical,165575,40,327031,94,114,9,up_to_date,7,False,False,False,12
590,2022-12-11 22:11:10.468273,malware,low,860226,38,19477,16,63,5,outdated,10,True,True,False,26
591,2022-12-10 22:11:10.468277,malware,high,499499,1,410482,159,157,8,critical_missing,6,True,True,False,69
592,2022-12-09 22:11:10.468279,malware,medium,493948,62,217400,84,76,5,outdated,4,True,True,True,58
593,2022-12-08 22:11:10.468281,insider_threat,low,307257,28,217060,167,145,2,outdated,1,True,True,True,5
594,2022-12-07 22:11:10.468283,phishing,high,598357,65,389959,150,224,6,up_to_date,1,True,True,False,96
595,2022-12-06 22:11:10.468285,ddos,low,229189,50,961030,55,312,9,critical_missing,5,True,True,False,93
596,2022-12-05 22:11:10.468287,insider_threat,medium,398465,9,511181,133,102,3,outdated,1,True,True,True,98
597,2022-12-04 22:11:10.468289,insider_threat,medium,251051,13,507831,85,300,1,up_to_date,7,True,False,True,22
598,2022-12-03 22:11:10.468291,insider_threat,high,936705,50,913858,101,87,1,up_to_date,1,False,True,False,9
599,2022-12-02 22:11:10.468293,insider_threat,medium,649829,38,405105,164,302,3,up_to_date,1,True,False,True,50
600,2022-12-01 22:11:10.468295,insider_threat,low,713936,27,286479,53,167,5,outdated,2,True,False,True,18
601,2022-11-30 22:11:10.468297,data_breach,medium,511778,2,928758,114,169,3,up_to_date,10,False,True,False,50
602,2022-11-29 22:11:10.468299,ddos,low,780641,69,348754,138,134,9,critical_missing,3,False,False,True,91
603,2022-11-28 22:11:10.468301,insider_threat,low,271830,26,273586,87,49,8,critical_missing,1,False,False,True,86
604,2022-11-27 22:11:10.468303,ddos,medium,505629,1,832721,48,133,3,outdated,9,True,False,True,67
605,2022-11-26 22:11:10.468305,data_breach,high,315507,37,840179,148,136,9,critical_missing,10,False,True,True,83
606,2022-11-25 22:11:10.468307,data_breach,critical,359687,2,823759,114,244,6,up_to_date,8,False,True,False,82
607,2022-11-24 22:11:10.468309,ddos,medium,656021,15,933703,62,108,7,outdated,5,True,True,True,41
608,2022-11-23 22:11:10.468311,malware,low,175915,39,334971,103,312,4,up_to_date,2,True,True,False,90
609,2022-11-22 22:11:10.468313,phishing,low,619961,1,630752,82,286,4,outdated,5,False,True,True,56
610,2022-11-21 22:11:10.468315,malware,medium,454179,40,131184,102,20,2,outdated,6,False,False,False,97
611,2022-11-20 22:11:10.468317,malware,high,42828,11,87051,155,89,5,up_to_date,1,True,False,False,67
612,2022-11-19 22:11:10.468319,malware,high,835036,34,150653,16,295,8,critical_missing,4,True,True,True,37
613,2022-11-18 22:11:10.468321,insider_threat,low,272670,64,245300,5,111,7,critical_missing,9,True,False,False,61
614,2022-11-17 22:11:10.468323,data_breach,low,855342,54,584010,146,300,7,outdated,2,True,False,False,6
615,2022-11-16 22:11:10.468325,malware,high,25592,44,92036,27,76,6,up_to_date,5,True,False,False,70
616,2022-11-15 22:11:10.468327,data_breach,critical,291126,61,752922,37,176,3,up_to_date,1,False,False,False,49
617,2022-11-14 22:11:10.468329,ddos,medium,786639,48,147595,118,147,5,outdated,4,True,True,False,51
618,2022-11-13 22:11:10.468331,phishing,low,232041,24,853392,36,100,1,critical_missing,4,True,True,True,25
619,2022-11-12 22:11:10.468333,ddos,low,350877,22,772997,114,245,7,up_to_date,6,True,True,False,25
620,2022-11-11 22:11:10.468335,ddos,high,754296,23,281696,67,116,9,critical_missing,10,True,False,False,18
621,2022-11-10 22:11:10.468337,insider_threat,medium,124982,37,516612,42,91,1,critical_missing,9,True,False,True,8
622,2022-11-09 22:11:10.468339,phishing,high,256911,27,141880,163,27,2,outdated,3,False,True,True,60
623,2022-11-08 22:11:10.468341,ddos,medium,68619,20,235419,57,24,3,outdated,9,True,True,False,19
624,2022-11-07 22:11:10.468343,ddos,medium,684688,53,990029,12,57,3,critical_missing,6,False,False,True,49
625,2022-11-06 22:11:10.468345,phishing,medium,308623,17,154692,51,296,8,up_to_date,7,True,True,True,79
626,2022-11-05 22:11:10.468347,phishing,low,501643,35,263031,57,133,7,up_to_date,10,False,True,True,80
627,2022-11-04 22:11:10.468349,ddos,critical,151175,44,293946,31,330,6,outdated,2,False,False,True,21
628,2022-11-03 22:11:10.468351,phishing,high,170963,52,609312,104,248,4,critical_missing,10,True,False,True,12
629,2022-11-02 22:11:10.468353,ddos,critical,141826,29,488765,82,37,9,up_to_date,6,True,True,True,11
630,2022-11-01 22:11:10.468355,ddos,high,755343,59,770097,98,74,1,up_to_date,6,True,False,False,9
631,2022-10-31 22:11:10.468357,insider_threat,medium,867869,31,642927,103,141,2,outdated,2,True,True,False,64
632,2022-10-30 22:11:10.468359,malware,low,98540,66,904680,27,321,4,critical_missing,2,True,False,True,95
633,2022-10-29 22:11:10.468361,ddos,critical,859414,66,606226,128,167,3,up_to_date,2,False,False,True,29
634,2022-10-28 22:11:10.468363,data_breach,low,627035,27,217813,47,258,1,outdated,10,True,True,False,7
635,2022-10-27 22:11:10.468365,malware,high,186994,43,776388,39,224,5,up_to_date,1,True,False,True,20
636,2022-10-26 22:11:10.468367,malware,low,310375,40,384890,96,151,7,up_to_date,5,False,True,False,21
637,2022-10-25 22:11:10.468369,malware,low,29301,62,812481,113,18,2,up_to_date,8,True,False,True,17
638,2022-10-24 22:11:10.468371,insider_threat,critical,222724,22,339933,131,145,5,outdated,2,False,True,False,65
639,2022-10-23 22:11:10.468373,ddos,medium,514003,47,608814,165,240,6,critical_missing,5,True,False,False,47
640,2022-10-22 22:11:10.468375,insider_threat,low,193783,31,401062,154,236,7,outdated,8,False,False,True,43
641,2022-10-21 22:11:10.468377,ddos,medium,696683,56,483779,136,34,1,critical_missing,10,True,True,True,8
642,2022-10-20 22:11:10.468378,insider_threat,high,18752,32,497952,110,189,7,up_to_date,5,False,False,True,66
643,2022-10-19 22:11:10.468380,insider_threat,low,737565,23,570508,143,0,4,critical_missing,2,False,True,True,53
644,2022-10-18 22:11:10.468382,data_breach,critical,884884,38,832595,75,152,8,up_to_date,3,True,False,False,25
645,2022-10-17 22:11:10.468384,insider_threat,high,668755,33,396981,30,125,4,up_to_date,6,True,False,True,84
646,2022-10-16 22:11:10.468386,phishing,high,217029,55,379270,118,225,6,outdated,5,True,True,False,93
647,2022-10-15 22:11:10.468388,data_breach,critical,907669,27,867918,141,220,9,up_to_date,4,False,False,True,91
648,2022-10-14 22:11:10.468390,insider_threat,low,56273,36,962774,24,210,5,outdated,4,False,False,False,99
649,2022-10-13 22:11:10.468392,malware,low,258503,6,75277,33,24,4,critical_missing,5,False,True,True,25
650,2022-10-12 22:11:10.468394,phishing,high,616166,67,519570,66,15,8,critical_missing,2,True,False,True,33
651,2022-10-11 22:11:10.468396,phishing,low,791327,36,483455,151,181,9,up_to_date,9,True,True,False,7
652,2022-10-10 22:11:10.468398,phishing,medium,119968,55,890677,117,328,4,outdated,2,False,True,True,9
653,2022-10-09 22:11:10.468400,data_breach,critical,377844,64,122332,72,128,3,up_to_date,10,True,True,True,47
654,2022-10-08 22:11:10.468402,insider_threat,medium,600847,64,234231,25,41,8,outdated,2,False,False,True,54
655,2022-10-07 22:11:10.468404,insider_threat,low,10699,46,547219,147,335,5,outdated,10,True,False,True,53
656,2022-10-06 22:11:10.468406,malware,high,196133,19,89116,103,235,2,outdated,9,True,True,True,77
657,2022-10-05 22:11:10.468408,malware,critical,534003,18,251671,9,33,9,critical_missing,3,False,False,False,39
658,2022-10-04 22:11:10.468410,phishing,low,19169,28,842065,66,44,3,outdated,10,True,True,True,14
659,2022-10-03 22:11:10.468412,malware,low,518652,59,473918,151,133,2,critical_missing,7,True,False,False,80
660,2022-10-02 22:11:10.468414,data_breach,high,118413,17,576201,4,20,1,outdated,4,True,True,True,17
661,2022-10-01 22:11:10.468416,insider_threat,high,933667,34,774504,26,121,8,critical_missing,6,True,True,True,95
662,2022-09-30 22:11:10.468418,phishing,medium,643552,42,619064,112,69,3,critical_missing,4,True,False,False,22
663,2022-09-29 22:11:10.468420,malware,critical,267926,10,25991,14,47,7,critical_missing,10,False,True,False,61
664,2022-09-28 22:11:10.468422,data_breach,critical,743537,48,514265,162,38,1,up_to_date,7,True,True,False,45
665,2022-09-27 22:11:10.468424,data_breach,high,522988,37,710205,104,286,1,outdated,1,False,False,False,86
666,2022-09-26 22:11:10.468426,malware,medium,124481,63,628380,43,9,9,up_to_date,3,True,True,False,98
667,2022-09-25 22:11:10.468428,insider_threat,critical,215400,68,229577,25,29,8,outdated,3,True,True,True,38
668,2022-09-24 22:11:10.468430,malware,high,559873,7,710672,161,243,3,outdated,1,False,False,False,14
669,2022-09-23 22:11:10.468432,phishing,low,817114,33,403777,94,273,6,up_to_date,6,False,True,False,52
670,2022-09-22 22:11:10.468434,malware,critical,178936,47,934405,83,87,3,critical_missing,9,True,True,True,87
671,2022-09-21 22:11:10.468436,data_breach,medium,392136,55,761401,139,243,4,outdated,8,True,True,True,63
672,2022-09-20 22:11:10.468438,malware,medium,870848,64,95556,131,328,1,critical_missing,7,False,True,False,62
673,2022-09-19 22:11:10.468440,insider_threat,medium,448330,30,849307,86,14,5,up_to_date,10,False,True,False,91
674,2022-09-18 22:11:10.468442,ddos,low,389954,3,156989,111,3,1,critical_missing,8,False,True,False,79
675,2022-09-17 22:11:10.468446,malware,critical,38067,49,324264,128,190,1,outdated,6,False,True,True,15
676,2022-09-16 22:11:10.468448,insider_threat,critical,698045,68,395204,88,167,7,outdated,9,True,True,False,69
677,2022-09-15 22:11:10.468450,insider_threat,low,777622,29,506961,65,8,6,outdated,3,True,False,True,65
678,2022-09-14 22:11:10.468452,data_breach,critical,18073,58,896473,157,108,2,up_to_date,10,True,True,True,12
679,2022-09-13 22:11:10.468454,insider_threat,low,36035,66,652755,130,136,2,outdated,10,True,True,True,46
680,2022-09-12 22:11:10.468456,insider_threat,low,196049,44,520616,121,153,7,up_to_date,9,True,False,True,8
681,2022-09-11 22:11:10.468458,insider_threat,low,233782,3,407472,148,208,1,critical_missing,4,False,True,False,62
682,2022-09-10 22:11:10.468460,insider_threat,medium,614661,25,380634,83,271,2,outdated,7,False,True,True,33
683,2022-09-09 22:11:10.468462,phishing,critical,869794,26,743088,115,142,8,outdated,9,False,True,True,80
684,2022-09-08 22:11:10.468464,phishing,low,614805,45,650443,115,98,6,outdated,2,True,True,False,90
685,2022-09-07 22:11:10.468465,data_breach,critical,589738,63,290374,37,307,2,critical_missing,2,False,True,True,28
686,2022-09-06 22:11:10.468467,malware,medium,534670,50,498682,142,68,7,outdated,9,True,True,False,36
687,2022-09-05 22:11:10.468469,insider_threat,low,921941,49,59778,109,246,4,up_to_date,3,True,False,True,42
688,2022-09-04 22:11:10.468471,malware,high,726331,5,45833,45,260,2,critical_missing,9,True,False,False,85
689,2022-09-03 22:11:10.468473,malware,medium,457828,58,809057,24,275,6,critical_missing,5,False,False,True,63
690,2022-09-02 22:11:10.468475,data_breach,high,745715,14,556376,20,78,9,critical_missing,6,True,False,True,23
691,2022-09-01 22:11:10.468477,insider_threat,critical,61929,29,735010,120,145,9,critical_missing,2,True,False,False,70
692,2022-08-31 22:11:10.468479,insider_threat,critical,757771,41,958671,121,110,8,critical_missing,8,False,True,True,33
693,2022-08-30 22:11:10.468481,ddos,medium,752878,36,366081,132,257,3,up_to_date,9,True,True,True,47
694,2022-08-29 22:11:10.468483,malware,critical,885296,41,464507,69,92,3,critical_missing,2,False,True,False,11
695,2022-08-28 22:11:10.468485,malware,high,667689,34,196375,112,12,2,outdated,6,True,True,True,22
696,2022-08-27 22:11:10.468487,phishing,low,780965,5,76361,106,259,5,critical_missing,6,False,True,True,78
697,2022-08-26 22:11:10.468489,ddos,low,287313,67,350373,111,108,4,critical_missing,8,True,False,False,96
698,2022-08-25 22:11:10.468491,phishing,low,87468,17,135189,107,329,7,critical_missing,10,True,False,False,12
699,2022-08-24 22:11:10.468493,phishing,medium,34594,28,614553,46,188,4,critical_missing,5,False,True,False,86
700,2022-08-23 22:11:10.468495,phishing,critical,994461,58,522154,90,94,9,critical_missing,9,True,True,False,95
701,2022-08-22 22:11:10.468497,data_breach,high,191703,46,622006,17,104,2,up_to_date,1,False,True,False,44
702,2022-08-21 22:11:10.468499,data_breach,critical,45033,16,322854,148,7,6,up_to_date,9,True,False,True,98
703,2022-08-20 22:11:10.468501,phishing,critical,587421,21,619164,103,66,7,critical_missing,10,False,False,False,64
704,2022-08-19 22:11:10.468503,ddos,critical,990669,67,984558,150,190,4,up_to_date,7,True,True,True,46
705,2022-08-18 22:11:10.468505,malware,low,73861,68,30949,39,255,6,outdated,4,True,False,False,57
706,2022-08-17 22:11:10.468507,ddos,high,707650,36,940051,137,8,7,critical_missing,3,True,True,True,4
707,2022-08-16 22:11:10.468509,insider_threat,high,293894,48,737242,88,116,4,outdated,10,False,False,True,76
708,2022-08-15 22:11:10.468511,data_breach,critical,564749,12,854568,60,266,8,outdated,6,False,False,False,4
709,2022-08-14 22:11:10.468513,malware,low,467016,33,111541,4,98,9,critical_missing,1,False,True,True,59
710,2022-08-13 22:11:10.468515,malware,low,78222,52,719979,121,297,1,outdated,3,False,False,True,95
711,2022-08-12 22:11:10.468517,insider_threat,high,636308,50,61842,54,163,7,outdated,2,False,False,False,20
712,2022-08-11 22:11:10.468519,insider_threat,low,810658,2,488019,36,140,9,outdated,9,True,True,False,23
713,2022-08-10 22:11:10.468521,phishing,low,793153,41,232930,55,267,5,critical_missing,3,True,False,False,17
714,2022-08-09 22:11:10.468523,data_breach,low,973658,31,289134,101,36,2,critical_missing,2,True,True,False,20
715,2022-08-08 22:11:10.468525,data_breach,medium,544897,50,671553,92,73,6,outdated,4,True,False,True,53
716,2022-08-07 22:11:10.468527,ddos,critical,969634,45,292253,72,72,7,critical_missing,2,True,True,True,9
717,2022-08-06 22:11:10.468528,phishing,high,654801,20,130356,58,307,2,critical_missing,1,False,True,True,23
718,2022-08-05 22:11:10.468530,phishing,high,203981,43,936737,1,198,2,outdated,6,True,False,True,84
719,2022-08-04 22:11:10.468532,phishing,medium,104211,10,768917,103,129,1,critical_missing,10,False,False,True,88
720,2022-08-03 22:11:10.468534,phishing,critical,186321,67,737090,50,245,4,up_to_date,8,True,True,True,59
721,2022-08-02 22:11:10.468536,data_breach,high,442111,0,914565,29,311,7,critical_missing,10,False,False,False,56
722,2022-08-01 22:11:10.468538,data_breach,low,487689,62,689870,10,59,9,up_to_date,10,False,False,True,22
723,2022-07-31 22:11:10.468540,phishing,high,923160,23,787738,107,278,3,outdated,2,False,False,True,21
724,2022-07-30 22:11:10.468542,ddos,low,911297,12,3849,75,102,7,critical_missing,9,True,True,True,67
725,2022-07-29 22:11:10.468544,malware,medium,860952,10,12360,166,295,7,outdated,3,True,True,False,33
726,2022-07-28 22:11:10.468546,malware,low,456956,50,373216,89,319,7,outdated,8,True,True,False,69
727,2022-07-27 22:11:10.468548,ddos,high,850741,16,777567,122,150,2,outdated,8,True,False,False,27
728,2022-07-26 22:11:10.468550,phishing,high,29984,23,619055,124,156,6,outdated,3,False,False,False,94
729,2022-07-25 22:11:10.468552,data_breach,high,643235,18,261445,121,205,2,outdated,3,False,True,True,98
730,2022-07-24 22:11:10.468554,malware,medium,729182,36,701160,93,178,6,critical_missing,6,False,True,True,38
731,2022-07-23 22:11:10.468556,insider_threat,medium,5901,7,521658,102,196,3,up_to_date,1,False,False,True,41
732,2022-07-22 22:11:10.468558,insider_threat,critical,162624,27,430179,161,222,2,critical_missing,4,True,False,False,22
733,2022-07-21 22:11:10.468560,ddos,high,222317,4,54330,30,88,6,critical_missing,1,False,False,True,69
734,2022-07-20 22:11:10.468562,phishing,low,293199,16,51707,51,286,2,critical_missing,3,True,False,True,79
735,2022-07-19 22:11:10.468564,malware,medium,693045,35,280833,88,275,5,critical_missing,9,False,True,True,1
736,2022-07-18 22:11:10.468566,phishing,high,991469,18,553372,75,235,2,up_to_date,5,False,False,False,23
737,2022-07-17 22:11:10.468568,malware,high,145788,63,40387,128,182,3,critical_missing,5,False,False,False,16
738,2022-07-16 22:11:10.468570,ddos,medium,638387,10,861248,21,208,3,outdated,4,True,True,False,64
739,2022-07-15 22:11:10.468572,ddos,critical,535426,53,526930,39,129,6,critical_missing,3,True,True,True,69
740,2022-07-14 22:11:10.468574,insider_threat,medium,690658,44,828569,100,152,6,critical_missing,5,False,False,True,68
741,2022-07-13 22:11:10.468576,phishing,medium,968616,46,473048,110,12,3,up_to_date,4,False,True,True,59
742,2022-07-12 22:11:10.468578,insider_threat,low,23429,11,186633,128,121,3,up_to_date,8,False,False,True,49
743,2022-07-11 22:11:10.468580,phishing,low,574488,20,848692,64,219,1,outdated,4,True,False,False,92
744,2022-07-10 22:11:10.468582,insider_threat,critical,202380,10,670798,148,105,7,critical_missing,8,True,True,True,11
745,2022-07-09 22:11:10.468584,data_breach,high,441460,4,834874,78,69,8,critical_missing,6,True,True,False,46
746,2022-07-08 22:11:10.468586,data_breach,medium,772577,55,889493,21,194,2,critical_missing,5,False,False,True,66
747,2022-07-07 22:11:10.468588,data_breach,critical,245127,19,396210,165,185,4,outdated,4,True,True,False,64
748,2022-07-06 22:11:10.468590,data_breach,low,887700,40,778799,98,98,7,up_to_date,4,False,False,True,26
749,2022-07-05 22:11:10.468592,malware,medium,760801,45,387988,7,81,8,outdated,4,True,False,True,47
750,2022-07-04 22:11:10.468594,data_breach,high,17347,11,361719,16,74,1,critical_missing,9,False,False,False,87
751,2022-07-03 22:11:10.468596,ddos,low,672280,69,788245,16,191,4,up_to_date,4,False,True,False,61
752,2022-07-02 22:11:10.468598,ddos,low,556110,16,879459,89,324,6,up_to_date,9,True,False,True,43
753,2022-07-01 22:11:10.468599,malware,low,964163,18,909921,140,213,3,outdated,10,False,False,True,18
754,2022-06-30 22:11:10.468601,data_breach,critical,564396,25,84381,144,314,5,up_to_date,6,False,False,True,58
755,2022-06-29 22:11:10.468603,data_breach,high,915387,47,774168,165,317,9,up_to_date,10,False,True,False,7
756,2022-06-28 22:11:10.468605,data_breach,medium,482315,51,841708,80,143,3,critical_missing,7,True,False,True,54
757,2022-06-27 22:11:10.468607,insider_threat,critical,7967,69,827675,77,215,5,critical_missing,10,False,False,False,46
758,2022-06-26 22:11:10.468609,phishing,critical,897151,54,193984,5,323,8,up_to_date,3,True,False,True,1
759,2022-06-25 22:11:10.468611,insider_threat,critical,536159,32,60272,162,14,6,up_to_date,8,True,True,True,93
760,2022-06-24 22:11:10.468615,phishing,low,225371,61,495916,109,216,4,outdated,3,False,False,True,93
761,2022-06-23 22:11:10.468617,data_breach,high,208524,22,697411,13,34,8,outdated,1,True,False,True,38
762,2022-06-22 22:11:10.468619,data_breach,critical,729630,14,996358,71,182,3,up_to_date,10,False,True,False,44
763,2022-06-21 22:11:10.468621,insider_threat,medium,164685,26,738096,142,269,3,critical_missing,5,True,True,False,31
764,2022-06-20 22:11:10.468623,insider_threat,high,552467,63,253091,53,99,4,up_to_date,2,False,False,True,64
765,2022-06-19 22:11:10.468625,phishing,medium,251537,50,852050,26,6,9,up_to_date,10,True,False,True,37
766,2022-06-18 22:11:10.468627,ddos,high,707548,52,264064,12,29,5,critical_missing,6,False,False,True,76
